"FUND_CODE","FUND_NAME","ITEM_TYPE","SOURCE_DESCRIPTION","CATEGORY","src.cat"
"201S","Browning Spartan Scholar","651250000810","MSU","Gift Aid","MSU_GiftAid"
"201T","Social Science Spartan","651250000815","MSU","Gift Aid","MSU_GiftAid"
"201U","Arts and Letters Spartan","651250000820","MSU","Gift Aid","MSU_GiftAid"
"201V","Wilcos DelBuono Spartan","651250000825","MSU","Gift Aid","MSU_GiftAid"
"201W","Midland Cnty Alumni SSC","651250000830","MSU","Gift Aid","MSU_GiftAid"
"201X","MSU Leadership Spartan1","651250000835","MSU","Gift Aid","MSU_GiftAid"
"201Y","Gillmor Family Spartan","651250000840","MSU","Gift Aid","MSU_GiftAid"
"201Z","Huyser, Sarah Spartan","651250000845","MSU","Gift Aid","MSU_GiftAid"
"2023","Anderson, Kenneth Schlrs","651250000850","MSU","Gift Aid","MSU_GiftAid"
"2024","Aguwu, Margaret Endowed","651250000855","MSU","Gift Aid","MSU_GiftAid"
"2025","Harsh, Karen L Schlrship","651250000860","MSU","Gift Aid","MSU_GiftAid"
"2027","Margaret G Tangenberg","651250000865","MSU","Gift Aid","MSU_GiftAid"
"2052","Schaberg Eship Scholars","651250000867","MSU","Gift Aid","MSU_GiftAid"
"2070","Modern Israel","651250000868","MSU","Gift Aid","MSU_GiftAid"
"2028","A&L Study Abroad Endowed","651250000870","MSU","Gift Aid","MSU_GiftAid"
"202A","Thomas Overcamp Spartan","651250000875","MSU","Gift Aid","MSU_GiftAid"
"202C","Weigand Spartan Schlship","651250000885","MSU","Gift Aid","MSU_GiftAid"
"202D","Koch Spartan Scholarship","651250000890","MSU","Gift Aid","MSU_GiftAid"
"202E","Ralston Spartan Schlrshp","651250000895","MSU","Gift Aid","MSU_GiftAid"
"202F","Leslie Spartan Schlrship","651250000900","MSU","Gift Aid","MSU_GiftAid"
"202G","Shapiro Spartan Schlr","651250000905","MSU","Gift Aid","MSU_GiftAid"
"202H","Martzke Spartan Schlrshp","651250000910","MSU","Gift Aid","MSU_GiftAid"
"202I","Kleason Zdrojeski Spartn","651250000915","MSU","Gift Aid","MSU_GiftAid"
"202J","Minnesota Alumni SSC","651250000920","MSU","Gift Aid","MSU_GiftAid"
"202K","Congress of Strings 1964","651250000925","MSU","Gift Aid","MSU_GiftAid"
"202L","Dais Spartan Scholarship","651250000930","MSU","Gift Aid","MSU_GiftAid"
"202M","Flinn Spartan Scholrship","651250000935","MSU","Gift Aid","MSU_GiftAid"
"202N","Wall Spartan Scholarship","651250000940","MSU","Gift Aid","MSU_GiftAid"
"202O","Miller Spartan Scholar","651250000945","MSU","Gift Aid","MSU_GiftAid"
"202P","JANICE WILLIAM SIMPSON","651250000950","MSU","Gift Aid","MSU_GiftAid"
"202Q","DR JAMES BILLMAN SPARTAN","651250000955","MSU","Gift Aid","MSU_GiftAid"
"202R","Killingsworth Spartan","651250000960","MSU","Gift Aid","MSU_GiftAid"
"202S","Ternes Spartan Schlrship","651250000965","MSU","Gift Aid","MSU_GiftAid"
"202T","LAURA JEFFREY BOROMISA","651250000970","MSU","Gift Aid","MSU_GiftAid"
"202U","JEFF LAURA BOROMISA","651250000975","MSU","Gift Aid","MSU_GiftAid"
"202V","PETER CZACHOR SSC","651250000980","MSU","Gift Aid","MSU_GiftAid"
"202W","ARMAND SAMOUELIAN SSC","651250000985","MSU","Gift Aid","MSU_GiftAid"
"202X","Browning Entomology SSC","651250000990","MSU","Gift Aid","MSU_GiftAid"
"202Y","LEN AND MARIA WOLFE SSC","651250000995","MSU","Gift Aid","MSU_GiftAid"
"2039","Drew Alumni Endowed Sch","651250001005","MSU","Gift Aid","MSU_GiftAid"
"2042","Research Scholarship","651250001006","Private","Gift Aid","Private_GiftAid"
"203A","Faricy Spartan Schlrship","651250001010","MSU","Gift Aid","MSU_GiftAid"
"203B","Edward Carolann Jones SC","651250001015","MSU","Gift Aid","MSU_GiftAid"
"203D","Polakowski Spartan Schlr","651250001020","MSU","Gift Aid","MSU_GiftAid"
"203E","K S Wolf SSC","651250001025","MSU","Gift Aid","MSU_GiftAid"
"203F","Workman Spartan SC","651250001030","MSU","Gift Aid","MSU_GiftAid"
"203G","Mid MI Alumni SSC","651250001035","MSU","Gift Aid","MSU_GiftAid"
"203H","Konupek Spartan Schol","651250001040","MSU","Gift Aid","MSU_GiftAid"
"203I","Orange County SSC","651250001045","MSU","Gift Aid","MSU_GiftAid"
"203J","Baker, Edward SSC","651250001050","MSU","Gift Aid","MSU_GiftAid"
"203K","Brunet, Harry & Ruth SSC","651250001055","MSU","Gift Aid","MSU_GiftAid"
"203L","Gillette, Philip & Karen","651250001060","MSU","Gift Aid","MSU_GiftAid"
"203M","Durham, Chris & Kari","651250001065","MSU","Gift Aid","MSU_GiftAid"
"203N","Dimitroff, Boris & Maril","651250001070","MSU","Gift Aid","MSU_GiftAid"
"203O","Gilliland, Dennis & Joan","651250001075","MSU","Gift Aid","MSU_GiftAid"
"203P","Ginther, Ray & MarieSSC","651250001080","MSU","Gift Aid","MSU_GiftAid"
"203Q","Goode, Joyc & Merton SSC","651250001085","MSU","Gift Aid","MSU_GiftAid"
"203R","Gulliver, Rob & Joan ssc","651250001090","MSU","Gift Aid","MSU_GiftAid"
"203S","Guyer, Daniel & Anne Crn","651250001095","MSU","Gift Aid","MSU_GiftAid"
"203T","Haye, Edwin Sharon SSC","651250001100","MSU","Gift Aid","MSU_GiftAid"
"203U","Hill-Kidd Spartan Sch Ch","651250001105","MSU","Gift Aid","MSU_GiftAid"
"203V","Hollis, Joe & Ann SSC","651250001110","MSU","Gift Aid","MSU_GiftAid"
"203W","MSU Houston SSC","651250001115","MSU","Gift Aid","MSU_GiftAid"
"203X","Hubbell, Angela Mari SSC","651250001120","MSU","Gift Aid","MSU_GiftAid"
"203Y","Johnson, Mamie Mae SSC","651250001125","MSU","Gift Aid","MSU_GiftAid"
"203Z","Keck, Ruth & Donald SSC","651250001130","MSU","Gift Aid","MSU_GiftAid"
"2040","Drew Alumni Endowed Sch","651250001135","MSU","Gift Aid","MSU_GiftAid"
"2046","Swanson, Mldred & MaryJn","651250001140","MSU","Gift Aid","MSU_GiftAid"
"2047H","Romance/Clasicl Klapperi","651250001145","MSU","Gift Aid","MSU_GiftAid"
"2047I","Romance & Classical","651250001150","MSU","Gift Aid","MSU_GiftAid"
"2047V","CAL Workman Study Abrd","651250001155","MSU","Gift Aid","MSU_GiftAid"
"2047Z","CAL Gillette Scholarship","651250001160","MSU","Gift Aid","MSU_GiftAid"
"2048A","HAEFNER VM SCHOLARSHIP","651250001165","MSU","Gift Aid","MSU_GiftAid"
"204A","Kelly, Dan & Helen SSC","651250001170","MSU","Gift Aid","MSU_GiftAid"
"204B","Key Spartan Sch Challeng","651250001175","MSU","Gift Aid","MSU_GiftAid"
"204C","Klaus, Mike & Denise SSC","651250001180","MSU","Gift Aid","MSU_GiftAid"
"204D","Krohn Trust SSC","651250001185","MSU","Gift Aid","MSU_GiftAid"
"204E","Kunch Family SSC","651250001190","MSU","Gift Aid","MSU_GiftAid"
"204F","MSU Alumni of Las Vegas","651250001195","MSU","Gift Aid","MSU_GiftAid"
"204G","Oatman, Jacqueline J SSC","651250001200","MSU","Gift Aid","MSU_GiftAid"
"204H","Olsman, Charles CSSC","651250001205","MSU","Gift Aid","MSU_GiftAid"
"204I","Drummond Family CSSC","651250001210","MSU","Gift Aid","MSU_GiftAid"
"204J","MSU Alumni Club Chicago","651250001215","MSU","Gift Aid","MSU_GiftAid"
"204K","Urban Chicago-Detroi SSC","651250001220","MSU","Gift Aid","MSU_GiftAid"
"204L","Christenson, Carl,Shrl,K","651250001225","MSU","Gift Aid","MSU_GiftAid"
"204M","Closs, David & Noel SSC","651250001230","MSU","Gift Aid","MSU_GiftAid"
"204N","Curry, Charles W. SSC","651250001235","MSU","Gift Aid","MSU_GiftAid"
"204O","Parker, Ann E. SSC","651250001240","MSU","Gift Aid","MSU_GiftAid"
"204P","Paying It Forward SSC","651250001245","MSU","Gift Aid","MSU_GiftAid"
"204Q","Perlstadt, Harry & Tari","651250001250","MSU","Gift Aid","MSU_GiftAid"
"204R","Sartin, Dave & Ann SSC","651250001255","MSU","Gift Aid","MSU_GiftAid"
"204S","Shelton, Robert F SSC","651250001260","MSU","Gift Aid","MSU_GiftAid"
"204T","Srinivasan, Jana & Sv","651250001265","MSU","Gift Aid","MSU_GiftAid"
"204U","Steidle, Barbara C SSC","651250001270","MSU","Gift Aid","MSU_GiftAid"
"204V","Stricklen, Robert SSC","651250001275","MSU","Gift Aid","MSU_GiftAid"
"204W","Udpa, Vasanth & Rama SSC","651250001280","MSU","Gift Aid","MSU_GiftAid"
"204X","Wiley, James & Susan SSC","651250001285","MSU","Gift Aid","MSU_GiftAid"
"204Y","Winnard, Tom & Doro SSC","651250001290","MSU","Gift Aid","MSU_GiftAid"
"204Z","Burek, Jeremy & Chris SC","651250001295","MSU","Gift Aid","MSU_GiftAid"
"2054B","Thomas & Julie McCall","651250001300","MSU","Gift Aid","MSU_GiftAid"
"2054D","Jon Paul Sweda","651250001305","MSU","Gift Aid","MSU_GiftAid"
"2056","Applegate Scholarship","651250001385","MSU","Gift Aid","MSU_GiftAid"
"2057A","Hodjat, Mina & Niki Enwd","651250001390","MSU","Gift Aid","MSU_GiftAid"
"2058","Axinn George & Nancy","651250001395","MSU","Gift Aid","MSU_GiftAid"
"2059","Agren Pamela Award","651250001400","MSU","Gift Aid","MSU_GiftAid"
"2059A","Nothstine Endowed Schol","651250001405","MSU","Gift Aid","MSU_GiftAid"
"205A","Maibach, Barbara & Ben","651250001410","MSU","Gift Aid","MSU_GiftAid"
"205B","Maribel SCSC","651250001411","MSU","Gift Aid","MSU_GiftAid"
"205C","Boeff, John and Mary SSC","651250001415","MSU","Gift Aid","MSU_GiftAid"
"205D","Clark, Patrick & Kevin","651250001420","MSU","Gift Aid","MSU_GiftAid"
"205E","Rocky Mountain SSC","651250001425","MSU","Gift Aid","MSU_GiftAid"
"205F","Grand Travis Alumni SSC","651250001430","MSU","Gift Aid","MSU_GiftAid"
"205G","Stien, Warren & Arlene","651250001435","MSU","Gift Aid","MSU_GiftAid"
"205H","MSU Alumni Tampa Bay","651250001440","MSU","Gift Aid","MSU_GiftAid"
"205I","Carufel, Louis & Charlot","651250001445","MSU","Gift Aid","MSU_GiftAid"
"205K","Coates,Cobb&Marshall SSC","651250001455","MSU","Gift Aid","MSU_GiftAid"
"205M","Grtr St Louis Alumni SSC","651250001460","MSU","Gift Aid","MSU_GiftAid"
"205N","Ferenchick, Stephen & Jo","651250001465","MSU","Gift Aid","MSU_GiftAid"
"205O","Kirton, Ken & Marlen SSC","651250001470","MSU","Gift Aid","MSU_GiftAid"
"205P","Noto Family Spartan Sch","651250001475","MSU","Gift Aid","MSU_GiftAid"
"205Q","Bibbs, James & Martha SC","651250001480","MSU","Gift Aid","MSU_GiftAid"
"205R","Pfaff Family SSC","651250001485","MSU","Gift Aid","MSU_GiftAid"
"205S","Wagenknecht, Jason SCSC","651250001490","MSU","Gift Aid","MSU_GiftAid"
"205U","Neuder SSC","651250001491","MSU","Gift Aid","MSU_GiftAid"
"2060","Aylesworth, Marian Award","651250001495","MSU","Gift Aid","MSU_GiftAid"
"2061","Athanason Arthur Award","651250001500","MSU","Gift Aid","MSU_GiftAid"
"2073","Richard Wayne Gwizdala Scholarsh","651250001501","MSU","Gift Aid","MSU_GiftAid"
"2063","Burnett Robert Award","651250001505","MSU","Gift Aid","MSU_GiftAid"
"2065D","Czepinski Scholarship","651250001510","MSU","Gift Aid","MSU_GiftAid"
"2190","Creative Writing Awards","651250001511","MSU","Gift Aid","MSU_GiftAid"
"2000","J. Morgan Sweeney","651250001512","MSU","Gift Aid","MSU_GiftAid"
"2066A","Eleuterio Scholarship","651250001515","MSU","Gift Aid","MSU_GiftAid"
"2067","Bishop, Truman Award","651250001520","MSU","Gift Aid","MSU_GiftAid"
"2068A","Law-FB Stdnt Mgrs","651250001525","MSU","Gift Aid","MSU_GiftAid"
"2068B","Knickerbocker Stdnt Mgrs","651250001530","MSU","Gift Aid","MSU_GiftAid"
"2071","Balander Scholarship","651250001535","MSU","Gift Aid","MSU_GiftAid"
"2072B","Kranz Scholarship","651250001540","MSU","Gift Aid","MSU_GiftAid"
"2072D","Tressler Mayer Engineeri","651250001545","MSU","Gift Aid","MSU_GiftAid"
"2072E","Ritchie Endowment","651250001550","MSU","Gift Aid","MSU_GiftAid"
"2072F","Luccock Scholarship","651250001555","MSU","Gift Aid","MSU_GiftAid"
"2074","Bielanski Endowed Schlr","651250001560","MSU","Gift Aid","MSU_GiftAid"
"2076","Marinez, Beth MBB Mgrs","651250001570","MSU","Gift Aid","MSU_GiftAid"
"2078","Augenstein","651250001575","MSU","Gift Aid","MSU_GiftAid"
"2079","Kuszai Joe & Shirley End","651250001580","MSU","Gift Aid","MSU_GiftAid"
"2081","Bagans Charles Memorial","651250001585","MSU","Gift Aid","MSU_GiftAid"
"2082","Bakker-Arkema Minority","651250001590","MSU","Gift Aid","MSU_GiftAid"
"2082A","Murray Scholarship","651250001595","MSU","Gift Aid","MSU_GiftAid"
"2085","Beachum, Curtis M. Sch","651250001600","MSU","Gift Aid","MSU_GiftAid"
"2092","Global Student Ambassador","651250001601","MSU","Gift Aid","MSU_GiftAid"
"2086","Briggs, Walter O. Schlr","651250001605","MSU","Gift Aid","MSU_GiftAid"
"2089","Bainbridge-Cobb Schlrshp","651250001610","MSU","Gift Aid","MSU_GiftAid"
"2090","Brody, Clark L. Schlrshp","651250001615","MSU","Gift Aid","MSU_GiftAid"
"2093","Bradford-Adams CANR FSHN","651250001620","MSU","Gift Aid","MSU_GiftAid"
"2094","Brown, Martin Victor Sch","651250001625","MSU","Gift Aid","MSU_GiftAid"
"2095","Behrens,Carl Scholarship","651250001630","MSU","Gift Aid","MSU_GiftAid"
"2097","Barnes Len AAA Mich Fund","651250001635","MSU","Gift Aid","MSU_GiftAid"
"2091","RCPD-Bond","651250001636","MSU","Gift Aid","MSU_GiftAid"
"2100","Beall Ken & Sandy Award","651250001640","MSU","Gift Aid","MSU_GiftAid"
"2101","Bolle, Earl & Mary Award","651250001645","MSU","Gift Aid","MSU_GiftAid"
"2103","Bayha Anna Scholarship","651250001650","MSU","Gift Aid","MSU_GiftAid"
"2106","Bradford-Adams Schlrshp","651250001655","MSU","Gift Aid","MSU_GiftAid"
"2109","Bandeen Marion Scholarsp","651250001660","MSU","Gift Aid","MSU_GiftAid"
"2110","Buell Glenn & Thelma Sch","651250001665","MSU","Gift Aid","MSU_GiftAid"
"3579","Marklewitz, Susan Endowe","651250001666","MSU","Gift Aid","MSU_GiftAid"
"3580","Thorpe, Alice Graduate","651250001667","MSU","Gift Aid","MSU_GiftAid"
"2118","Book Allan & Florence","651250001675","MSU","Gift Aid","MSU_GiftAid"
"2119","Brinker Orthopedic Award","651250001680","MSU","Gift Aid","MSU_GiftAid"
"2121A","Billman Undergrad Resrch","651250001685","MSU","Gift Aid","MSU_GiftAid"
"2121B","Anderson Undergrad Rsrch","651250001690","MSU","Gift Aid","MSU_GiftAid"
"2122","Baldwin, Barbara H. Schl","651250001695","MSU","Gift Aid","MSU_GiftAid"
"2123E","Welton Family Endowed","651250001700","MSU","Gift Aid","MSU_GiftAid"
"2123H","Elizabeth S. Rimpau","651250001705","MSU","Gift Aid","MSU_GiftAid"
"2123I","Harrington March Band","651250001710","MSU","Gift Aid","MSU_GiftAid"
"2123M","Bartlett Endowed Schol","651250001715","MSU","Gift Aid","MSU_GiftAid"
"2123N","Ronald & Helen Presit","651250001720","MSU","Gift Aid","MSU_GiftAid"
"2123P","Verdehr, Walter and Elsa","651250001725","MSU","Gift Aid","MSU_GiftAid"
"2124","Bradford-Adams Nat Sci","651250001735","MSU","Gift Aid","MSU_GiftAid"
"2124A","Irish Family Teaching","651250001740","MSU","Gift Aid","MSU_GiftAid"
"2125","Bower Robert Mem Schlr","651250001745","MSU","Gift Aid","MSU_GiftAid"
"2127","Brookins, Nancy L. Awd","651250001755","MSU","Gift Aid","MSU_GiftAid"
"3597","AIS New Firm Scholarship","651250001756","MSU","Gift Aid","MSU_GiftAid"
"2128","Boethe Scholarship","651250001760","MSU","Gift Aid","MSU_GiftAid"
"2129","Boult, Grace Ann Scholar","651250001765","MSU","Gift Aid","MSU_GiftAid"
"3940","AIS Scholarship Campaign","651250001766","MSU","Gift Aid","MSU_GiftAid"
"3944","Vandervarro Student Eship","651250001767","MSU","Gift Aid","MSU_GiftAid"
"3944A","Burgess Institute","651250001768","MSU","Gift Aid","MSU_GiftAid"
"2131","Brock Barry Award","651250001770","MSU","Gift Aid","MSU_GiftAid"
"2132","Butler Scholarship","651250001775","MSU","Gift Aid","MSU_GiftAid"
"2133","Brown, Ellen Award","651250001780","MSU","Gift Aid","MSU_GiftAid"
"2137","Bauer, Jennifer Award","651250001785","MSU","Gift Aid","MSU_GiftAid"
"2138","Barnett, Harry & Doris","651250001790","MSU","Gift Aid","MSU_GiftAid"
"2141","Burnett Memorial Schlshp","651250001800","MSU","Gift Aid","MSU_GiftAid"
"2142","Bradbury Lynch Schlrshp","651250001805","MSU","Gift Aid","MSU_GiftAid"
"2144","Gregg, Owen Endowment","651250001810","MSU","Gift Aid","MSU_GiftAid"
"3957","Grant Thornton Scholarshp","651250001811","MSU","Gift Aid","MSU_GiftAid"
"2145A","Study Abroad","651250001815","MSU","Gift Aid","MSU_GiftAid"
"2145B","Study Abroad Scholarship","651250001820","MSU","Gift Aid","MSU_GiftAid"
"2146","Bandeen, Nancy & Roger","651250001825","MSU","Gift Aid","MSU_GiftAid"
"2147","Adams Scholarship","651250001830","MSU","Gift Aid","MSU_GiftAid"
"2151","Clupper John Award","651250001840","MSU","Gift Aid","MSU_GiftAid"
"2154","Seyon Residental Bus Pro","651250001845","MSU","Gift Aid","MSU_GiftAid"
"2153","Sandy Brand Memorial","651250001846","MSU","Gift Aid","MSU_GiftAid"
"2156","Chambliss Scholarship","651250001850","MSU","Gift Aid","MSU_GiftAid"
"2162","Case, A.V. Scholarship","651250001860","MSU","Gift Aid","MSU_GiftAid"
"2163","Cunkelman John Scholar","651250001865","MSU","Gift Aid","MSU_GiftAid"
"2167","Crane, Beulah Scholarshp","651250001875","MSU","Gift Aid","MSU_GiftAid"
"2958","Krieger, Herbert Schlors","651250001876","MSU","Gift Aid","MSU_GiftAid"
"3967","Doreen Mayhew Schlrshp","651250001877","MSU","Gift Aid","MSU_GiftAid"
"2170K","Brewer, Betz Spartarine","651250001878","MSU","Gift Aid","MSU_GiftAid"
"2171","Cregar Scholarship","651250001885","MSU","Gift Aid","MSU_GiftAid"
"2170J","William & Mary Smith","651250001886","MSU","Gift Aid","MSU_GiftAid"
"2171A","Belden Endowment HB","651250001890","MSU","Gift Aid","MSU_GiftAid"
"2172","Calder, Ralph Mem Schlr","651250001895","MSU","Gift Aid","MSU_GiftAid"
"2175","Caulum, Lindus L. Schlr","651250001900","MSU","Gift Aid","MSU_GiftAid"
"2176A","See J.Madison Field Exp","651250001905","MSU","Gift Aid","MSU_GiftAid"
"2177","Clark, Dean C. Schlshp","651250001910","MSU","Gift Aid","MSU_GiftAid"
"2180","Thompson, Bradford & Jane","651250001911","MSU","Gift Aid","MSU_GiftAid"
"2178","Calder, Helen Mem Schlr","651250001915","MSU","Gift Aid","MSU_GiftAid"
"3968","EAB Scholarship","651250001916","MSU","Gift Aid","MSU_GiftAid"
"2181","Coulter Kenneth&Eleanor","651250001920","MSU","Gift Aid","MSU_GiftAid"
"2182","CVM Endowed Scholarship","651250001925","MSU","Gift Aid","MSU_GiftAid"
"2182G","Wilson DVM Scholars End","651250001930","MSU","Gift Aid","MSU_GiftAid"
"2182S","CVM Small Animal Clinical","651250001931","MSU","Gift Aid","MSU_GiftAid"
"2182H","Beachnau, Bruce & Diane","651250001935","MSU","Gift Aid","MSU_GiftAid"
"2182J","Mr Cool Magic Endowed","651250001940","MSU","Gift Aid","MSU_GiftAid"
"2185","Clark Accounting Award","651250001945","MSU","Gift Aid","MSU_GiftAid"
"2185A","Anthony Endowment","651250001950","MSU","Gift Aid","MSU_GiftAid"
"2188","William Carr Endowed","651250001955","MSU","Gift Aid","MSU_GiftAid"
"2192","CHM Alumni Outstanding","651250001960","MSU","Gift Aid","MSU_GiftAid"
"2193","Larry D Roome Scholarship","651250001961","MSU","Gift Aid","MSU_GiftAid"
"2192J","Yamamoto Family Award","651250001962","MSU","Gift Aid","MSU_GiftAid"
"2192B","CHM Mazzuchi Award","651250001965","MSU","Gift Aid","MSU_GiftAid"
"2192G","Potchen Endowed Award","651250001966","MSU","Gift Aid","MSU_GiftAid"
"2191","Loaiza Souza Leadership Award","651250001967","MSU","Gift Aid","MSU_GiftAid"
"2200","XA Greek Scholarship","651250001968","MSU","Gift Aid","MSU_GiftAid"
"2217","Tiedt Scholarship for Internship","651250001969","MSU","Gift Aid","MSU_GiftAid"
"2192D","CHM Spartan Cornerstone","651250001970","MSU","Gift Aid","MSU_GiftAid"
"2227","Talles Endowment","651250001972","MSU","Gift Aid","MSU_GiftAid"
"2228","Jennifer Turner Breslin Internsh","651250001973","MSU","Gift Aid","MSU_GiftAid"
"2237","Powell Scholarship","651250001974","MSU","Gift Aid","MSU_GiftAid"
"2194","Croak Marion Kurtz Award","651250001975","MSU","Gift Aid","MSU_GiftAid"
"2244","CIS Study Away","651250001976","MSU","Gift Aid","MSU_GiftAid"
"2254","Jeffrey N. Cole Honors Col Fund","651250001977","MSU","Gift Aid","MSU_GiftAid"
"2281","Tamara Steffens Fund","651250001978","MSU","Gift Aid","MSU_GiftAid"
"2195","Donald W Homan Sch","651250001980","MSU","Gift Aid","MSU_GiftAid"
"2196","David Ralph Scholarship","651250001985","MSU","Gift Aid","MSU_GiftAid"
"2197","Cook, Shirley Award","651250001990","MSU","Gift Aid","MSU_GiftAid"
"2198","Clark, R. Wm Mem Schlr","651250001995","MSU","Gift Aid","MSU_GiftAid"
"2201","Levy, Julie and Ed Endwd","651250002000","MSU","Gift Aid","MSU_GiftAid"
"2202","Jack and Marjorie Fernee","651250002005","MSU","Gift Aid","MSU_GiftAid"
"2204A","Linnell Family Schlrship","651250002015","MSU","Gift Aid","MSU_GiftAid"
"2207","Beckman, Larry & Maxine","651250002020","MSU","Gift Aid","MSU_GiftAid"
"2205","Chinese Student Grant","651250002021","MSU","Gift Aid","MSU_GiftAid"
"2206","Council On Korean Studies","651250002022","MSU","Gift Aid","MSU_GiftAid"
"2208","Conlon Wehrwein Award","651250002025","MSU","Gift Aid","MSU_GiftAid"
"2209","CHM/Health Profession","651250002030","MSU","Gift Aid","MSU_GiftAid"
"2347","CHM Edmunds, Laure","651250002031","MSU","Gift Aid","MSU_GiftAid"
"2211","Chipman Endowed Schlrshp","651250002035","MSU","Gift Aid","MSU_GiftAid"
"3979","BDO Scholarship","651250002036","MSU","Gift Aid","MSU_GiftAid"
"2212","Cotter Agri-Business Sch","651250002040","MSU","Gift Aid","MSU_GiftAid"
"2213","Cornelius, Lisa Ann Sch","651250002045","MSU","Gift Aid","MSU_GiftAid"
"2214","Collins, Daniel Accting","651250002050","MSU","Gift Aid","MSU_GiftAid"
"2215","Brown Family Scholarship","651250002055","MSU","Gift Aid","MSU_GiftAid"
"2216","Cowles H Dairy Prize","651250002060","MSU","Gift Aid","MSU_GiftAid"
"2220","Conrad, Harry Eng Award","651250002065","MSU","Gift Aid","MSU_GiftAid"
"2221","Arts & Letters Schlrship","651250002070","MSU","Gift Aid","MSU_GiftAid"
"2221A","Durr, Dixie","651250002075","MSU","Gift Aid","MSU_GiftAid"
"2221B","Swiss Sally Scholarship","651250002080","MSU","Gift Aid","MSU_GiftAid"
"2221F","Arts&Letters Grand Hotel","651250002085","MSU","Gift Aid","MSU_GiftAid"
"2222","Cole Excellence","651250002090","MSU","Gift Aid","MSU_GiftAid"
"2227F","Lansing Farmers Club","651250002100","MSU","Gift Aid","MSU_GiftAid"
